1097,604,0.010
1098,604,0.06
1099,604,0.05
1100,604,0.03
1101,604,0.03
1102,604,0.03
1103,604,0.04
1105,603,0.03
1106,603,0.03
1109,602,0.03
1110,602,0.03
1112,602,0.04
1114,601,0.03
1117,600,0.03
1119,600,0.03
1122,599,0.04
1124,598,0.03
1128,597,0.04
1131,596,0.03
1134,595,0.03
1137,594,0.04
1140,592,0.03
1144,591,0.03
1148,590,0.04
1151,589,0.03
1154,588,0.04
1157,586,0.03
1161,585,0.06
1163,584,0.07
1170,581,0.07
1176,578,0.07
1184,575,0.07
1191,573,0.07
1197,570,0.06
1202,569,0.06
1207,567,0.08
1211,565,0.07
1217,562,0.07
1222,560,0.06
1227,558,0.07
1232,556,0.07
1237,554,0.07
1242,553,0.07
1247,551,0.07
1251,549,0.07
1255,547,0.06
1259,545,0.08
1262,543,0.07
1265,541,0.07
1269,539,0.06
1272,538,0.07
1275,536,0.07
1278,535,0.07
1281,533,0.07
1284,531,0.07
1288,529,0.07
1292,527,0.07
1296,525,0.08
1300,523,0.06
1304,520,0.07
1307,519,0.07
1312,516,0.07
1316,514,0.07
1320,512,0.07
1324,511,0.07
1328,509,0.07
1332,507,0.07
1336,505,0.06
1339,504,0.07
1342,502,0.07
1345,501,0.07
1347,499,0.07
1350,498,0.07
1352,496,0.07
1354,494,0.06
1357,492,0.07
1360,490,0.07
1363,488,0.06
1367,485,0.07
1371,483,0.07
1375,480,0.07
1379,478,0.07
1382,476,0.08
1385,473,0.06
1387,472,0.05
1389,470,0.04
1390,470,0.05
1391,469,0.04
1391,468,0.04
1392,468,0.09
1393,467,0.05
1394,466,0.010
1395,465,0.05
1396,464,0.05
1397,463,0.04
1399,462,0.05
1400,461,0.05
1401,460,0.06
1403,459,0.07
1405,458,0.06
1406,456,0.04
1408,455,0.09
1409,455,0.05
1409,454,0.04
1410,454,0.04
