903,393
903,392
903,391
904,391
903,392
904,391
905,391
905,390
904,391
905,390
906,390
906,389
907,389
906,390
907,388
908,388
907,388
908,387
909,387
908,387
909,387
909,386
910,386
911,385
909,387
911,385
912,384
911,385
912,384
913,384
913,383
912,384
914,383
914,382
914,383
915,382
915,381
915,382
916,381
916,380
916,381
916,380
917,380
916,380
917,380
917,379
918,379
917,380
918,379
919,378
918,379
919,378
920,378
920,377
919,378
920,377
921,377
920,377
921,376
922,376
922,375
923,375
921,376
923,375
924,375
923,375
924,375
924,374
925,374
924,374
925,374
926,373
925,373
926,373
927,372
927,371
928,371
927,371
928,371
929,371
928,371
929,370
930,370
929,370
930,370
930,369
931,369
930,369
931,369
931,368
931,369
932,368
933,368
933,367
934,367
933,367
934,367
934,366
934,367
934,366
935,366
936,366
935,366
936,366
936,365
936,366
936,365
937,365
936,365
937,365
937,364
937,365
937,364
938,364
937,364
938,364
938,363
939,363
938,364
939,363
939,362
939,363
940,362
940,361
941,361
940,362
941,361
942,360
941,361
942,360
943,359
944,358
943,359
944,358
944,357
944,358
945,357
945,356
945,357
945,356
946,356
946,355
945,356
947,355
947,354
947,355
947,354
948,354
948,353
947,354
948,353
949,353
949,352
948,353
949,352
950,351
950,350
950,351
951,350
952,349
953,348
952,349
953,348
954,347
955,346
953,347
955,346
955,345
956,345
955,346
956,345
956,344
957,344
956,345
957,344
957,343
958,343
957,344
958,343
958,342
959,342
958,343
959,342
959,341
959,342
960,341
960,340
960,341
961,339
962,339
962,338
961,339
962,338
962,337
963,337
962,337
963,337
963,336
964,336
963,337
964,336
965,335
964,336
965,335
966,334
965,335
966,334
966,333
967,333
966,334
967,333
967,332
968,332
967,333
968,332
968,331
968,332
968,331
969,331
969,330
969,331
969,330
970,330
969,330
970,330
970,329
971,329
971,328
971,329
971,328
972,328
971,328
972,328
972,327
973,326
972,328
973,326
974,326
974,325
973,326
974,325
975,324
974,325
975,324
976,324
975,324
976,323
977,322
976,323
977,322
978,321
979,320
979,319
977,321
980,319
980,318
981,318
980,319
981,318
981,317
982,317
982,316
981,318
982,316
983,316
982,316
983,315
984,315
983,315
984,315
984,314
984,315
984,314
985,314
985,313
984,314
985,313
986,313
985,313
986,313
986,312
986,313
986,312
987,312
987,311
987,312
987,311
988,311
988,310
989,310
988,310
989,310
989,309
989,310
989,309
990,309
990,308
989,309
990,308
990,307
991,307
990,308
991,307
991,306
991,307
991,306
992,306
992,305
991,306
992,305
992,304
993,304
992,304
993,304
993,303
993,304
993,303
